user_id,active_days,avg_daily_behavior,last_active_time,behavior_span_days,activity_level
85354272,6,5.0,2025-12-14 21:00:00,26.29,Low
85356127,8,17.5,2025-12-14 20:00:00,23.12,Low
85372457,29,77.14,2025-12-18 14:00:00,29.92,High
85438708,18,38.44,2025-12-18 23:00:00,30.58,Medium
85447850,26,115.27,2025-12-17 21:00:00,29.58,High
85497599,23,45.61,2025-12-16 14:00:00,28.58,Medium
85506238,18,18.67,2025-12-17 14:00:00,29.58,Medium
85506999,25,17.44,2025-12-18 20:00:00,28.33,Medium
85515812,27,26.89,2025-12-18 18:00:00,30.42,Medium
85532545,26,71.65,2025-12-18 21:00:00,29.46,High
85550335,31,26.9,2025-12-18 05:00:00,30.21,Medium
85558599,28,79.5,2025-12-18 19:00:00,30.04,High
85559921,18,9.39,2025-12-18 21:00:00,29.88,Low
85566132,26,96.31,2025-12-18 23:00:00,29.96,High
85578027,28,67.43,2025-12-18 14:00:00,30.21,High
85604732,6,23.17,2025-12-09 19:00:00,19.0,Low
85614421,7,7.43,2025-12-17 17:00:00,22.83,Low
85617134,20,13.2,2025-12-18 10:00:00,30.12,Medium
85633095,31,162.77,2025-12-18 17:00:00,30.42,High
85642720,18,11.44,2025-12-18 19:00:00,29.5,Low
85646603,28,35.89,2025-12-18 13:00:00,30.54,Medium
85652357,1,5.0,2025-12-12 14:00:00,0.0,Low
85660451,22,69.23,2025-12-18 15:00:00,30.25,Medium
85684824,26,43.35,2025-12-18 22:00:00,28.96,Medium
85724451,15,38.0,2025-12-18 21:00:00,26.12,Medium
85745014,20,24.55,2025-12-18 15:00:00,29.83,Medium
85775119,2,36.5,2025-12-10 16:00:00,0.79,Low
85788191,9,12.22,2025-12-18 09:00:00,25.5,Low
85804228,11,16.73,2025-12-08 20:00:00,20.33,Low
85822276,31,267.74,2025-12-18 22:00:00,30.83,High
85837173,8,8.38,2025-12-15 17:00:00,24.33,Low
85862488,31,121.06,2025-12-18 22:00:00,30.79,High
85867746,14,43.57,2025-12-18 20:00:00,30.08,Medium
85877113,6,37.67,2025-12-18 15:00:00,26.62,Low
85894552,7,12.57,2025-12-16 03:00:00,22.12,Low
85897722,8,8.38,2025-12-16 09:00:00,28.0,Low
85910982,13,18.77,2025-12-16 18:00:00,27.25,Low
85922732,29,50.31,2025-12-18 16:00:00,30.29,Medium
85939471,23,27.78,2025-12-18 18:00:00,28.96,Medium
85943972,22,14.5,2025-12-18 22:00:00,30.21,Medium
85947802,12,9.33,2025-12-17 13:00:00,29.25,Low
85953088,4,31.0,2025-12-07 09:00:00,5.33,Low
85994287,31,95.55,2025-12-18 23:00:00,30.46,High
86010915,21,20.1,2025-12-18 12:00:00,29.71,Medium
86011804,29,85.21,2025-12-18 23:00:00,30.17,High
86012881,24,44.96,2025-12-18 19:00:00,30.75,Medium
86015882,13,17.54,2025-12-18 10:00:00,23.5,Low
86017186,29,78.45,2025-12-18 23:00:00,29.96,High
86034641,18,45.83,2025-12-18 11:00:00,23.17,Medium
86038768,29,99.1,2025-12-18 11:00:00,30.42,High
86062140,12,24.17,2025-12-14 07:00:00,22.5,Medium
86075690,9,41.78,2025-12-12 09:00:00,14.46,Medium
86103367,4,24.25,2025-12-12 15:00:00,19.96,Low
86107124,16,40.75,2025-12-12 18:00:00,16.83,Medium
86173615,4,35.75,2025-12-17 10:00:00,17.08,Low
86180555,10,7.6,2025-12-16 08:00:00,27.42,Low
86239261,31,238.45,2025-12-18 22:00:00,30.67,High
86273519,30,85.0,2025-12-17 22:00:00,29.17,High
86282836,18,22.44,2025-12-16 12:00:00,27.75,Medium
86287331,28,28.43,2025-12-18 23:00:00,29.17,Medium
86299044,18,23.67,2025-12-18 23:00:00,30.46,Medium
86323571,5,38.2,2025-12-07 20:00:00,11.88,Low
86328155,5,9.6,2025-12-07 16:00:00,17.38,Low
86340424,25,25.68,2025-12-18 18:00:00,30.0,Medium
86369786,15,21.07,2025-12-18 07:00:00,29.46,Medium
86388311,26,24.42,2025-12-17 14:00:00,29.29,Medium
86419063,15,7.53,2025-12-12 20:00:00,24.12,Low
86435238,18,116.22,2025-12-18 16:00:00,29.83,High
86442990,28,38.57,2025-12-18 23:00:00,29.67,Medium
86443243,2,124.0,2025-12-11 19:00:00,1.92,Low
86458054,2,1.5,2025-11-21 11:00:00,1.12,Low
86505281,13,45.85,2025-12-18 13:00:00,24.29,Medium
86523709,29,45.59,2025-12-17 22:00:00,29.62,Medium
86530795,21,58.67,2025-12-17 22:00:00,29.33,Medium
86531384,14,18.64,2025-12-18 20:00:00,30.5,Medium
86563510,25,31.0,2025-12-18 23:00:00,30.04,Medium
86568201,25,45.12,2025-12-18 23:00:00,30.83,Medium
86581662,23,26.74,2025-12-18 23:00:00,30.46,Medium
86614500,31,81.68,2025-12-18 19:00:00,30.71,High
86616463,28,53.07,2025-12-17 22:00:00,29.33,Medium
86641829,3,10.0,2025-12-18 14:00:00,28.71,Low
86658749,13,79.38,2025-12-18 19:00:00,13.42,Medium
86670881,7,21.29,2025-12-16 20:00:00,17.04,Low
86673531,14,62.93,2025-12-18 12:00:00,29.08,Medium
86674738,27,36.26,2025-12-18 22:00:00,30.38,Medium
86696356,12,15.5,2025-12-18 14:00:00,29.83,Low
86711898,28,80.43,2025-12-18 08:00:00,29.62,High
86717393,21,17.9,2025-12-18 21:00:00,29.04,Medium
86723144,18,56.5,2025-12-18 19:00:00,21.04,Medium
86723232,31,251.26,2025-12-18 20:00:00,30.58,High
86728681,7,55.14,2025-12-15 22:00:00,23.67,Medium
86730643,20,6.9,2025-12-16 16:00:00,28.33,Low
86736998,12,13.75,2025-12-17 14:00:00,29.0,Low
86748372,22,151.41,2025-12-18 23:00:00,30.46,High
86756157,28,130.82,2025-12-18 13:00:00,29.08,High
86770260,28,144.21,2025-12-18 22:00:00,29.38,High
86785531,27,124.33,2025-12-17 15:00:00,29.12,High
86800877,22,15.23,2025-12-17 20:00:00,28.96,Medium
86804290,31,84.97,2025-12-18 11:00:00,29.75,High
86817915,27,22.0,2025-12-18 20:00:00,30.58,Medium
86823123,19,19.26,2025-12-17 17:00:00,29.21,Medium
86839210,19,48.53,2025-12-17 21:00:00,29.0,Medium
86845872,6,9.83,2025-12-14 23:00:00,23.04,Low
86863108,10,162.1,2025-12-18 22:00:00,25.17,Medium
86870442,7,27.0,2025-12-13 21:00:00,25.17,Low
86900115,18,35.22,2025-12-18 21:00:00,30.04,Medium
86901628,15,55.07,2025-12-18 18:00:00,17.92,Medium
86929922,10,11.7,2025-12-15 01:00:00,22.21,Low
86985041,10,16.0,2025-12-18 19:00:00,30.38,Low
87018990,26,42.69,2025-12-17 22:00:00,29.08,Medium
87026738,28,56.5,2025-12-18 23:00:00,30.33,Medium
87056353,21,27.14,2025-12-18 13:00:00,30.29,Medium
87077725,5,13.2,2025-12-18 21:00:00,28.25,Low
87086124,26,62.88,2025-12-17 15:00:00,28.67,Medium
87098913,30,68.23,2025-12-18 22:00:00,30.92,High
87104389,22,78.86,2025-12-15 22:00:00,27.62,Medium
87119704,28,109.11,2025-12-18 23:00:00,30.5,High
87146362,9,16.56,2025-12-18 22:00:00,28.5,Low
87153634,21,19.38,2025-12-18 08:00:00,29.42,Medium
87165474,31,103.9,2025-12-18 16:00:00,30.58,High
87182757,24,45.79,2025-12-18 12:00:00,30.5,Medium
87224584,31,45.48,2025-12-18 21:00:00,30.0,Medium
87229516,18,75.0,2025-12-18 18:00:00,30.08,Medium
87234675,24,21.42,2025-12-17 19:00:00,29.67,Medium
87269189,24,25.79,2025-12-17 17:00:00,28.79,Medium
87298447,27,55.19,2025-12-18 17:00:00,30.17,Medium
87326986,19,44.0,2025-12-09 21:00:00,21.5,Medium
87338001,11,71.18,2025-12-10 10:00:00,21.92,Medium
87348753,8,38.5,2025-12-15 22:00:00,27.12,Medium
87351617,18,13.11,2025-12-18 18:00:00,30.21,Low
87351790,26,91.92,2025-12-18 22:00:00,29.5,High
87365875,23,49.35,2025-12-17 22:00:00,27.54,Medium
87385056,25,54.92,2025-12-18 21:00:00,30.88,Medium
87397369,4,9.75,2025-12-11 12:00:00,23.0,Low
87401754,20,25.95,2025-12-16 15:00:00,28.12,Medium
87409081,21,19.48,2025-12-18 11:00:00,29.83,Medium
87413989,27,145.93,2025-12-18 22:00:00,30.58,High
87442587,27,45.78,2025-12-18 21:00:00,30.62,Medium
87448522,25,51.4,2025-12-18 14:00:00,30.0,Medium
87466107,21,49.43,2025-12-16 23:00:00,28.08,Medium
87467371,6,19.17,2025-12-14 11:00:00,25.79,Low
87475354,27,139.52,2025-12-16 22:00:00,28.46,High
87503748,21,31.48,2025-12-18 21:00:00,30.04,Medium
87509181,18,25.11,2025-12-18 20:00:00,29.0,Medium
87525318,10,14.4,2025-12-16 15:00:00,25.79,Low
87526438,22,33.0,2025-12-18 17:00:00,26.75,Medium
87538023,15,70.4,2025-12-18 23:00:00,19.46,Medium
87542208,31,84.61,2025-12-18 19:00:00,30.21,High
87579407,24,62.58,2025-12-18 20:00:00,29.38,Medium
87594845,31,83.32,2025-12-18 23:00:00,30.5,High
87603845,27,77.85,2025-12-18 14:00:00,28.62,High
87610115,29,51.03,2025-12-18 21:00:00,30.54,Medium
87616807,29,56.28,2025-12-18 20:00:00,30.25,Medium
87634750,22,20.91,2025-12-17 22:00:00,29.04,Medium
87642673,30,146.33,2025-12-18 22:00:00,30.0,High
87648643,28,35.89,2025-12-17 10:00:00,29.08,Medium
87658501,29,231.72,2025-12-18 22:00:00,30.67,High
87674314,15,24.8,2025-12-16 07:00:00,27.92,Medium
87677681,14,38.64,2025-12-15 21:00:00,26.04,Medium
87684947,14,57.57,2025-12-18 21:00:00,22.5,Medium
87732841,22,24.14,2025-12-17 12:00:00,28.75,Medium
87751423,23,38.61,2025-12-18 17:00:00,29.17,Medium
87799778,21,65.14,2025-12-14 22:00:00,26.04,Medium
87804477,16,6.94,2025-12-18 08:00:00,29.46,Low
87810699,5,14.8,2025-12-15 20:00:00,24.0,Low
87820307,29,26.52,2025-12-18 18:00:00,30.46,Medium
87836751,12,24.42,2025-12-14 13:00:00,24.67,Medium
87861593,17,17.47,2025-12-15 21:00:00,25.04,Medium
87868887,26,47.38,2025-12-18 16:00:00,28.75,Medium
87876065,25,27.68,2025-12-18 17:00:00,30.46,Medium
87895521,28,67.36,2025-12-18 09:00:00,30.29,High
87901815,13,40.77,2025-12-16 23:00:00,28.17,Medium
87902771,13,30.15,2025-12-18 23:00:00,12.17,Medium
87942719,30,114.47,2025-12-18 21:00:00,30.46,High
87944152,31,123.81,2025-12-18 21:00:00,30.54,High
87948577,8,61.25,2025-12-09 15:00:00,13.92,Medium
87960257,19,18.32,2025-12-17 12:00:00,29.08,Medium
87980818,11,10.73,2025-12-14 07:00:00,20.5,Low
87983348,31,158.87,2025-12-18 16:00:00,30.33,High
87990594,20,47.6,2025-12-18 21:00:00,28.25,Medium
87998227,31,103.61,2025-12-18 23:00:00,30.54,High
88005937,14,10.79,2025-12-18 16:00:00,20.25,Low
88007634,25,22.92,2025-12-18 19:00:00,29.38,Medium
88009446,30,93.73,2025-12-18 23:00:00,29.5,High
88055926,26,28.0,2025-12-18 18:00:00,30.08,Medium
88076016,28,63.39,2025-12-18 21:00:00,30.12,Medium
88079688,31,149.42,2025-12-18 23:00:00,30.96,High
88090767,26,66.77,2025-12-18 21:00:00,29.58,Medium
88099922,16,22.69,2025-12-14 21:00:00,25.38,Medium
88105291,11,8.91,2025-12-12 17:00:00,24.38,Low
88110636,30,125.23,2025-12-18 22:00:00,30.5,High
88111941,25,37.68,2025-12-18 16:00:00,28.21,Medium
88120786,31,152.71,2025-12-18 22:00:00,30.92,High
88122205,17,11.18,2025-12-18 15:00:00,26.96,Low
88143584,29,48.03,2025-12-18 20:00:00,30.17,Medium
88150994,26,77.19,2025-12-18 22:00:00,30.54,High
88159912,31,36.68,2025-12-18 19:00:00,30.54,Medium
88196998,6,18.0,2025-12-10 08:00:00,7.42,Low
88209434,26,86.19,2025-12-18 08:00:00,30.08,High
88211444,12,29.42,2025-12-18 04:00:00,15.58,Medium
88214207,7,10.0,2025-12-18 20:00:00,22.17,Low
88239724,7,16.57,2025-12-18 19:00:00,18.33,Low
88246742,14,13.86,2025-12-17 07:00:00,28.5,Low
88271974,28,47.5,2025-12-18 22:00:00,30.92,Medium
88276305,13,18.08,2025-12-17 19:00:00,26.5,Low
88290400,31,131.65,2025-12-18 20:00:00,30.08,High
88330035,25,6.8,2025-12-18 19:00:00,30.5,Low
88336278,21,32.29,2025-12-18 01:00:00,28.17,Medium
88340891,26,76.77,2025-12-18 23:00:00,29.25,High
88364207,5,35.4,2025-12-16 14:00:00,25.67,Low
88374425,27,25.04,2025-12-18 12:00:00,29.75,Medium
88405349,17,53.24,2025-12-15 19:00:00,26.12,Medium
88447964,31,91.55,2025-12-18 23:00:00,30.46,High
88470992,27,49.96,2025-12-18 17:00:00,30.17,Medium
88493429,18,41.78,2025-12-18 20:00:00,30.0,Medium
88496472,31,119.19,2025-12-18 12:00:00,30.17,High
88503688,30,153.73,2025-12-18 23:00:00,30.71,High
88504838,13,59.15,2025-12-17 12:00:00,18.62,Medium
88513390,27,129.89,2025-12-14 07:00:00,25.38,High
88526460,23,14.26,2025-12-17 23:00:00,29.42,Medium
88548564,14,70.86,2025-12-14 13:00:00,26.12,Medium
88568494,21,40.71,2025-12-18 09:00:00,23.38,Medium
88574383,1,9.0,2025-12-05 20:00:00,0.04,Low
88603547,24,20.04,2025-12-18 19:00:00,29.83,Medium
88614983,15,28.47,2025-12-18 22:00:00,30.29,Medium
88623283,27,30.96,2025-12-18 22:00:00,29.46,Medium
88637394,17,22.59,2025-12-18 13:00:00,29.92,Medium
88643555,7,93.57,2025-12-18 20:00:00,29.42,Medium
88660059,2,7.5,2025-11-30 23:00:00,12.5,Low
88666055,18,81.28,2025-12-18 21:00:00,29.29,Medium
88679022,3,79.0,2025-12-15 20:00:00,21.96,Low
88691490,28,73.43,2025-12-18 23:00:00,30.5,High
88707443,27,26.63,2025-12-18 20:00:00,30.83,Medium
88715260,27,87.19,2025-12-18 22:00:00,30.33,High
88735921,27,35.59,2025-12-18 22:00:00,30.0,Medium
88749982,15,19.33,2025-12-18 12:00:00,29.92,Medium
88753779,6,19.33,2025-12-05 08:00:00,12.46,Low
88811781,13,25.08,2025-12-18 18:00:00,29.0,Medium
88815441,29,167.86,2025-12-18 22:00:00,30.54,High
88826481,15,25.53,2025-12-18 23:00:00,27.62,Medium
88845531,11,18.91,2025-12-14 20:00:00,24.29,Low
88855760,25,31.12,2025-12-18 12:00:00,29.71,Medium
88865653,27,100.15,2025-12-18 18:00:00,29.21,High
88884665,13,51.46,2025-12-18 15:00:00,24.58,Medium
88901750,31,80.42,2025-12-18 22:00:00,30.46,High
88916048,31,61.29,2025-12-18 18:00:00,30.29,High
88922674,8,8.62,2025-12-18 06:00:00,13.46,Low
88927446,20,34.8,2025-12-18 13:00:00,30.54,Medium
88945335,28,69.36,2025-12-18 22:00:00,30.62,High
88950524,31,61.16,2025-12-18 17:00:00,30.33,High
88953531,13,19.31,2025-12-18 21:00:00,29.5,Low
88967877,21,44.33,2025-12-17 15:00:00,27.75,Medium
88972430,21,56.67,2025-12-15 11:00:00,27.08,Medium
89004886,12,11.5,2025-12-18 15:00:00,26.25,Low
89006471,19,10.68,2025-12-13 23:00:00,25.25,Low
89063931,6,22.33,2025-12-12 23:00:00,23.96,Low
89083541,14,198.0,2025-12-18 21:00:00,30.38,High
89104233,5,10.6,2025-12-17 17:00:00,28.12,Low
89105765,23,40.3,2025-12-17 21:00:00,28.04,Medium
89118490,25,44.6,2025-12-18 23:00:00,30.46,Medium
89153511,23,54.04,2025-12-18 22:00:00,28.88,Medium
89160493,17,30.53,2025-12-18 22:00:00,29.0,Medium
89183161,25,59.44,2025-12-18 20:00:00,30.33,Medium
89193034,20,26.5,2025-12-18 21:00:00,29.96,Medium
89210176,26,24.88,2025-12-18 09:00:00,29.62,Medium
89249164,30,133.93,2025-12-18 23:00:00,30.5,High
89256212,19,45.26,2025-12-18 22:00:00,29.46,Medium
89258714,30,54.77,2025-12-18 11:00:00,30.21,Medium
89261071,9,6.67,2025-12-16 17:00:00,25.96,Low
89302742,22,65.86,2025-12-18 22:00:00,30.08,Medium
89320958,11,16.36,2025-12-17 10:00:00,27.96,Low
89327430,19,115.37,2025-12-15 20:00:00,23.17,High
89341994,21,36.38,2025-12-18 20:00:00,30.5,Medium
89346491,22,34.09,2025-12-18 23:00:00,30.42,Medium
89349895,9,12.89,2025-12-18 13:00:00,28.17,Low
89353720,5,25.8,2025-12-18 14:00:00,9.92,Low
89358432,12,18.42,2025-12-16 05:00:00,26.54,Low
89380977,23,70.0,2025-12-18 23:00:00,29.33,Medium
89384841,23,107.57,2025-12-18 10:00:00,29.08,High
89391097,5,15.4,2025-12-01 22:00:00,10.0,Low
89403474,6,63.83,2025-12-17 12:00:00,25.5,Medium
89417510,27,56.89,2025-12-18 18:00:00,30.5,Medium
89426847,30,97.37,2025-12-18 23:00:00,30.5,High
89428650,21,246.1,2025-12-18 07:00:00,30.29,High
89430548,6,42.67,2025-12-13 15:00:00,24.92,Medium
89492416,1,2.0,2025-12-18 16:00:00,0.38,Low
89495629,3,76.33,2025-12-18 20:00:00,12.92,Low
89538622,11,18.18,2025-12-18 16:00:00,29.29,Low
89543332,8,26.25,2025-12-15 15:00:00,26.62,Low
89545247,1,21.0,2025-12-13 11:00:00,0.08,Low
89583416,20,28.7,2025-12-18 19:00:00,29.92,Medium
89610223,22,22.64,2025-12-18 20:00:00,30.17,Medium
89618850,23,40.35,2025-12-18 12:00:00,27.62,Medium
89627693,8,4.0,2025-12-17 02:00:00,27.96,Low
89644945,29,62.59,2025-12-18 22:00:00,30.25,Medium
89646454,25,21.84,2025-12-17 09:00:00,29.38,Medium
89647768,30,152.57,2025-12-18 14:00:00,30.29,High
89692927,25,42.24,2025-12-17 23:00:00,29.21,Medium
89710336,26,75.46,2025-12-18 23:00:00,30.54,High
89726077,22,23.55,2025-12-17 10:00:00,29.0,Medium
89727305,27,33.81,2025-12-18 08:00:00,30.04,Medium
89736791,27,132.37,2025-12-18 17:00:00,30.71,High
89737857,25,23.76,2025-12-18 16:00:00,30.21,Medium
89748192,30,52.2,2025-12-17 19:00:00,29.5,Medium
89813223,6,23.67,2025-12-18 23:00:00,12.08,Low
89817349,22,21.14,2025-12-18 15:00:00,30.12,Medium
89819548,12,11.42,2025-12-14 14:00:00,26.25,Low
89825616,23,55.96,2025-12-18 19:00:00,29.33,Medium
89831149,21,62.48,2025-12-18 22:00:00,30.46,Medium
89837777,19,25.26,2025-12-18 20:00:00,29.96,Medium
89854830,15,42.0,2025-12-18 16:00:00,30.25,Medium
89866622,20,14.3,2025-12-18 19:00:00,27.0,Medium
89868154,17,44.65,2025-12-18 23:00:00,25.0,Medium
89886681,31,93.35,2025-12-18 23:00:00,30.96,High
89888891,20,25.15,2025-12-17 11:00:00,28.71,Medium
89899419,12,11.33,2025-12-18 23:00:00,25.46,Low
89901261,28,73.46,2025-12-18 19:00:00,30.38,High
89917648,20,32.2,2025-12-18 13:00:00,30.21,Medium
89918216,28,33.11,2025-12-18 20:00:00,30.58,Medium
89918724,26,33.35,2025-12-18 22:00:00,30.67,Medium
89931597,26,30.08,2025-12-18 21:00:00,30.5,Medium
89931825,31,229.48,2025-12-18 22:00:00,30.29,High
89946731,15,12.2,2025-12-16 21:00:00,27.96,Low
89953122,23,51.96,2025-12-17 11:00:00,29.33,Medium
89953582,20,13.05,2025-12-17 11:00:00,26.75,Medium
89959759,6,9.83,2025-11-28 15:00:00,4.88,Low
89962630,24,164.88,2025-12-17 23:00:00,29.92,High
89991765,19,46.79,2025-12-18 23:00:00,30.96,Medium
90009214,21,26.19,2025-12-17 19:00:00,28.25,Medium
90019648,25,24.0,2025-12-18 19:00:00,30.58,Medium
90024783,14,11.57,2025-12-18 20:00:00,30.33,Low
90030565,9,37.22,2025-12-15 19:00:00,20.79,Medium
90033831,28,63.75,2025-12-16 15:00:00,28.25,Medium
90035027,31,210.52,2025-12-18 23:00:00,30.33,High
90047532,21,48.19,2025-12-15 16:00:00,26.25,Medium
90065698,26,20.54,2025-12-18 15:00:00,30.04,Medium
90078744,31,60.74,2025-12-18 18:00:00,30.04,High
90134900,30,42.83,2025-12-18 22:00:00,30.92,Medium
90144052,12,16.92,2025-12-17 11:00:00,28.92,Low
90168642,17,22.24,2025-12-18 08:00:00,30.17,Medium
90180023,25,35.16,2025-12-18 20:00:00,29.96,Medium
90194475,30,141.3,2025-12-18 21:00:00,30.04,High
90219738,14,14.29,2025-12-12 10:00:00,23.58,Low
90233877,27,94.07,2025-12-18 20:00:00,30.29,High
90241071,9,54.0,2025-12-15 12:00:00,25.79,Medium
90251602,26,53.96,2025-12-18 21:00:00,30.25,Medium
90262162,19,43.26,2025-12-17 13:00:00,29.17,Medium
90291184,8,39.25,2025-12-17 09:00:00,28.88,Medium
90294602,7,28.57,2025-12-18 17:00:00,23.83,Low
90326641,27,36.59,2025-12-18 21:00:00,30.58,Medium
90331505,29,204.76,2025-12-16 21:00:00,28.5,High
90333804,19,54.58,2025-12-17 08:00:00,29.33,Medium
90378059,25,26.08,2025-12-18 23:00:00,30.83,Medium
90414084,22,66.64,2025-12-18 11:00:00,25.58,Medium
90433252,22,38.09,2025-12-18 09:00:00,29.96,Medium
90433859,28,29.75,2025-12-18 13:00:00,30.46,Medium
90442425,27,46.15,2025-12-18 18:00:00,30.0,Medium
90465249,12,20.42,2025-12-16 17:00:00,26.42,Low
90474934,8,40.75,2025-12-15 08:00:00,27.0,Medium
90479167,23,22.57,2025-12-18 06:00:00,30.21,Medium
90500697,10,14.4,2025-12-15 13:00:00,20.12,Low
90532631,10,7.7,2025-12-18 20:00:00,30.33,Low
90539396,19,13.0,2025-12-18 19:00:00,30.5,Low
90561434,27,99.0,2025-12-18 22:00:00,30.92,High
90568957,16,19.06,2025-12-18 19:00:00,29.29,Medium
90633993,14,53.5,2025-12-18 08:00:00,21.54,Medium
90642791,11,136.09,2025-12-18 19:00:00,16.38,Medium
90652803,16,17.06,2025-12-18 13:00:00,28.08,Medium
90684505,18,21.83,2025-12-18 01:00:00,27.21,Medium
90689083,27,81.74,2025-12-18 20:00:00,30.46,High
90690816,25,105.0,2025-12-17 16:00:00,29.12,High
90707560,25,96.96,2025-12-18 20:00:00,30.38,High
90710232,29,86.55,2025-12-18 18:00:00,30.33,High
90720609,26,171.0,2025-12-18 16:00:00,30.21,High
90721251,31,54.61,2025-12-18 17:00:00,29.92,Medium
90782194,8,10.0,2025-12-15 07:00:00,20.92,Low
90792846,23,156.61,2025-12-18 22:00:00,30.21,High
90798792,5,36.0,2025-12-14 22:00:00,15.38,Low
90805328,15,30.13,2025-12-18 21:00:00,29.46,Medium
90823156,18,24.56,2025-12-18 23:00:00,28.54,Medium
90853436,24,117.79,2025-12-17 22:00:00,29.46,High
90892502,15,41.87,2025-12-18 18:00:00,28.08,Medium
90916467,8,28.0,2025-12-12 02:00:00,22.33,Low
90924422,27,162.93,2025-12-15 21:00:00,27.88,High
90934700,16,22.69,2025-12-17 21:00:00,29.17,Medium
90937322,10,21.9,2025-12-15 07:00:00,25.92,Low
90943326,18,13.22,2025-12-17 22:00:00,29.08,Low
90958308,24,22.54,2025-12-18 21:00:00,30.42,Medium
90980691,17,24.76,2025-12-15 21:00:00,27.42,Medium
90984412,24,19.92,2025-12-18 15:00:00,30.33,Medium
90996726,27,35.37,2025-12-17 19:00:00,29.33,Medium
91010344,26,24.15,2025-12-18 07:00:00,30.29,Medium
91056578,5,84.0,2025-12-18 19:00:00,29.79,Medium
91057103,21,24.1,2025-12-18 23:00:00,27.88,Medium
91078774,15,24.73,2025-12-16 15:00:00,27.29,Medium
91081942,30,81.03,2025-12-18 21:00:00,30.46,High
91087067,30,66.9,2025-12-18 22:00:00,30.67,High
91090440,26,45.85,2025-12-17 18:00:00,28.79,Medium
91109694,19,22.47,2025-12-18 18:00:00,28.96,Medium
91123846,31,38.77,2025-12-18 16:00:00,30.08,Medium
91162737,21,35.14,2025-12-16 23:00:00,28.96,Medium
91183078,7,26.71,2025-12-13 23:00:00,23.96,Low
91190765,31,57.48,2025-12-18 18:00:00,30.17,Medium
91201929,18,52.56,2025-12-18 23:00:00,29.67,Medium
91214457,29,42.41,2025-12-18 23:00:00,30.83,Medium
91222505,30,145.63,2025-12-18 21:00:00,30.25,High
91235467,17,24.71,2025-12-18 18:00:00,30.38,Medium
91239449,30,130.8,2025-12-18 21:00:00,30.62,High
91256329,17,29.65,2025-12-17 20:00:00,29.83,Medium
91272450,22,29.5,2025-12-18 12:00:00,30.21,Medium
91284462,10,20.5,2025-12-18 23:00:00,25.71,Low
91301440,29,66.76,2025-12-18 16:00:00,30.38,High
91339068,30,173.5,2025-12-18 20:00:00,30.38,High
91342405,19,24.0,2025-12-18 11:00:00,30.21,Medium
91351115,27,110.96,2025-12-18 19:00:00,29.42,High
91373045,30,117.7,2025-12-18 17:00:00,30.42,High
91373242,8,25.25,2025-12-12 20:00:00,7.62,Low
91375354,12,35.17,2025-12-18 14:00:00,29.75,Medium
91380448,2,243.5,2025-12-01 01:00:00,8.04,Medium
91388957,5,9.8,2025-12-12 17:00:00,23.04,Low
91424888,14,39.43,2025-12-13 22:00:00,24.21,Medium
91451574,14,26.93,2025-12-11 23:00:00,23.79,Medium
91489979,23,31.39,2025-12-16 17:00:00,28.54,Medium
91495022,7,3.86,2025-12-14 12:00:00,25.96,Low
91496013,31,258.81,2025-12-18 17:00:00,30.71,High
91500491,19,17.21,2025-12-16 18:00:00,18.0,Medium
91504246,25,45.68,2025-12-18 21:00:00,30.46,Medium
91508901,22,63.36,2025-12-18 23:00:00,26.42,Medium
91519514,24,13.58,2025-12-18 07:00:00,29.38,Medium
91530370,12,32.92,2025-12-16 22:00:00,20.5,Medium
91540968,24,48.79,2025-12-18 17:00:00,30.04,Medium
91552951,17,49.29,2025-12-18 14:00:00,24.0,Medium
91557809,28,48.04,2025-12-18 21:00:00,29.08,Medium
91595746,16,16.0,2025-12-16 22:00:00,27.96,Medium
91617828,31,59.06,2025-12-18 20:00:00,30.54,Medium
91623653,26,57.81,2025-12-18 21:00:00,30.79,Medium
91632938,21,11.71,2025-12-18 13:00:00,28.75,Low
91638650,11,16.64,2025-12-12 15:00:00,24.0,Low
91673229,3,28.67,2025-12-18 19:00:00,1.96,Low
91675566,20,40.7,2025-12-18 00:00:00,28.42,Medium
91687665,21,35.33,2025-12-16 18:00:00,28.25,Medium
91704713,26,26.23,2025-12-17 20:00:00,29.83,Medium
91712885,25,51.36,2025-12-15 19:00:00,27.0,Medium
91713527,25,50.92,2025-12-18 01:00:00,29.71,Medium
91719173,29,64.17,2025-12-18 18:00:00,29.79,High
91729153,7,217.29,2025-12-08 11:00:00,6.29,Medium
91730194,20,38.85,2025-12-18 01:00:00,29.75,Medium
91731364,26,245.54,2025-12-18 22:00:00,30.75,High
91750843,17,35.71,2025-12-16 02:00:00,27.21,Medium
91817248,27,14.78,2025-12-18 21:00:00,30.42,Medium
91823027,29,54.14,2025-12-18 22:00:00,30.92,Medium
91824018,31,28.81,2025-12-18 17:00:00,30.12,Medium
91829241,10,26.6,2025-12-17 12:00:00,28.08,Medium
91833401,2,5.0,2025-12-12 23:00:00,2.33,Low
91836183,27,55.74,2025-12-18 21:00:00,30.54,Medium
91877964,31,102.35,2025-12-18 10:00:00,30.42,High
91910769,19,54.21,2025-12-17 19:00:00,29.17,Medium
91933622,18,12.83,2025-12-18 12:00:00,26.92,Low
91950158,11,12.45,2025-12-17 21:00:00,29.42,Low
91950454,31,72.71,2025-12-18 19:00:00,30.54,High
