user_id,recent_5_actions,avg_recent_5_interval_min,pv_to_fav_count,pv_to_cart_count,pv_to_buy_count,has_behavior_chain
65409330,pv|pv|pv|pv|pv,0.0,0,22,17,0
65430374,pv|pv|pv|pv|pv,15.0,0,0,4,0
65430876,pv|pv|pv|pv|pv,0.0,1,0,2,0
65438079,pv|pv|pv|pv|pv,0.0,45,25,12,1
65444509,buy|cart|cart|cart|buy,0.0,0,6,1,1
65454710,pv|pv|pv|pv|pv,15.0,30,36,14,0
65463789,pv|pv|pv|pv|pv,0.0,0,0,0,0
65465729,pv|pv|pv|pv|pv,45.0,40,15,8,1
65479688,pv|pv|pv|pv|pv,0.0,3,28,18,1
65484241,pv|pv|pv|pv|pv,0.0,1,0,0,0
65488357,pv|pv|pv|pv|pv,0.0,0,4,0,0
65494965,pv|pv|pv|pv|pv,105.0,0,4,0,0
65504626,pv|pv|pv|pv|pv,30.0,38,115,27,1
65510821,pv|pv|pv|pv|pv,0.0,3,14,7,1
65519398,pv|pv|pv|pv|pv,0.0,38,19,12,1
65544144,pv|pv|pv|pv|pv,0.0,4,13,2,1
65578659,pv|pv|pv|pv|pv,0.0,1,0,1,0
65629361,pv|pv|pv|pv|pv,15.0,8,0,3,0
65645933,pv|pv|pv|pv|pv,150.0,1572,21,12,1
65667723,pv|pv|pv|pv|pv,75.0,0,17,14,1
65680419,pv|pv|pv|pv|pv,240.0,0,8,4,0
65682840,pv|pv|pv|pv|pv,0.0,1,15,10,0
65683052,pv|pv|pv|pv|pv,0.0,5,66,32,1
65698133,pv|pv|pv|cart|pv,15.0,0,9,4,1
65704391,pv|pv|pv|pv|pv,0.0,10,6,3,1
65746371,pv|pv|pv|pv|pv,0.0,1,30,10,0
65762927,pv|pv|pv|pv|pv,0.0,0,0,5,0
65790331,pv|pv|pv|pv|pv,240.0,0,5,0,0
65810725,pv|pv|pv|pv|pv,75.0,10,5,3,1
65820387,pv|pv|pv|pv|pv,60.0,14,4,8,0
65822835,pv|pv|pv|pv|pv,0.0,4,15,2,1
65831756,pv|pv|pv|pv|pv,855.0,0,11,0,0
65848846,pv|pv|pv|pv|pv,240.0,64,53,9,1
65856500,pv|pv|pv|pv|pv,75.0,0,18,18,1
65860183,pv|pv|pv|pv|pv,1440.0,4,2,1,0
65882631,pv|pv|pv|pv|pv,435.0,0,9,0,0
65886056,pv|pv|pv|pv|pv,15.0,4,13,3,0
65949028,pv|pv|pv|pv|pv,15.0,121,154,40,1
65949779,cart|pv|pv|pv|pv,0.0,0,1,1,0
65960071,fav|pv|pv|pv|pv,0.0,3,0,1,0
65961855,pv|pv|pv|pv|pv,75.0,297,63,20,1
65982317,buy|pv|pv|pv|pv,60.0,2,183,80,1
65991159,pv|pv|pv|pv|pv,45.0,0,0,3,0
65995748,pv|pv|pv|pv|pv,30.0,0,69,23,1
66058598,pv|pv|pv|pv|pv,180.0,0,0,0,0
66079671,buy|pv|pv|pv|pv,1470.0,1,0,2,0
66132570,pv|buy|pv|pv|pv,195.0,0,0,2,0
66141533,pv|pv|pv|pv|pv,0.0,0,15,4,0
66145288,pv|pv|pv|pv|pv,0.0,7,123,25,1
66150030,pv|pv|pv|pv|pv,0.0,2,48,11,1
66190657,pv|pv|pv|pv|pv,0.0,1,39,11,1
66200828,pv|pv|fav|pv|pv,0.0,8,57,17,1
66205819,pv|pv|pv|pv|pv,0.0,4,49,6,0
66232679,pv|pv|pv|pv|pv,0.0,98,25,18,0
66274733,buy|pv|pv|pv|buy,0.0,0,30,9,0
66275550,pv|pv|pv|pv|pv,0.0,5,19,5,0
66293783,pv|pv|pv|pv|pv,780.0,2,12,2,0
66297767,pv|pv|pv|pv|pv,0.0,1,11,3,0
66303330,pv|pv|pv|pv|pv,0.0,0,165,28,1
66306934,pv|pv|pv|pv|pv,0.0,12,2,3,0
66315804,pv|pv|cart|pv|pv,690.0,1,2,2,0
66331755,cart|pv|cart|cart|pv,0.0,6,60,12,1
66336544,pv|pv|pv|pv|pv,0.0,2,3,2,0
66351154,pv|pv|pv|pv|pv,165.0,1,11,15,0
66359448,pv|pv|pv|pv|pv,0.0,0,18,7,0
66367361,cart|pv|pv|pv|pv,0.0,0,8,0,0
66374251,pv|pv|pv|pv|pv,0.0,1,53,15,0
66389432,pv|pv|pv|pv|pv,0.0,1,0,0,0
66395027,pv|pv|pv|pv|pv,15.0,0,92,19,1
66412678,pv|pv|pv|pv|pv,0.0,18,29,8,1
66440228,pv|pv|pv|fav|pv,390.0,9,5,3,0
66497070,pv|pv|pv|pv|pv,0.0,56,31,8,0
66535302,pv|pv|pv|pv|pv,0.0,1,19,15,1
66538937,pv|pv|pv|pv|pv,0.0,7,0,0,0
66544067,pv|pv|pv|pv|pv,15.0,0,21,14,1
66566059,pv|pv|pv|pv|pv,0.0,43,15,15,1
66588610,pv|pv|pv|pv|pv,960.0,0,0,9,0
66592633,pv|pv|pv|pv|pv,15.0,1,70,18,1
66621061,pv|pv|pv|pv|pv,0.0,0,2,1,0
66637372,pv|pv|pv|pv|pv,330.0,0,2,15,0
66652324,pv|pv|pv|pv|pv,0.0,0,5,2,0
66686285,pv|pv|pv|pv|pv,135.0,7,0,7,1
66688297,pv|pv|pv|pv|pv,0.0,26,6,12,0
66699196,pv|pv|pv|pv|pv,210.0,12,3,5,1
66708783,pv|pv|pv|pv|pv,0.0,1,8,0,0
66717513,pv|pv|pv|pv|pv,0.0,20,5,0,0
66737372,pv|pv|pv|pv|pv,0.0,1,37,7,1
66743304,pv|pv|pv|pv|pv,900.0,2,1,4,0
66749139,pv|pv|pv|pv|pv,0.0,0,23,15,1
66763284,pv|pv|pv|pv|pv,0.0,8,7,0,0
66801315,pv|pv|pv|pv|pv,0.0,0,2,2,0
66816658,pv|pv|pv|pv|pv,525.0,0,1,0,0
66819420,cart|cart|pv|pv|pv,0.0,54,32,20,1
66819472,pv|pv|pv|pv|pv,0.0,1,9,4,0
66831202,pv|pv|pv|pv|pv,0.0,181,4,4,0
66850651,pv|pv|pv|pv|pv,0.0,0,72,20,1
66865786,pv|pv|pv|pv|pv,0.0,0,11,2,0
66866811,pv|pv|pv|pv|pv,45.0,3,135,17,1
66876679,pv|pv|pv|pv|pv,0.0,0,18,1,1
66878548,pv|pv|pv|pv|pv,0.0,0,0,0,0
66909500,pv|pv|pv|pv|pv,210.0,52,13,11,1
66911931,pv|pv|pv|pv|pv,0.0,3,14,4,0
66924694,pv|pv|pv|cart|buy,15.0,7,20,19,1
66961542,pv|pv|pv|pv|pv,180.0,6,2,3,1
66976532,cart|cart|pv|pv|pv,0.0,4,16,0,0
67021316,pv|pv|pv|pv|pv,30.0,26,16,4,1
67028419,pv|pv|pv|pv|pv,0.0,177,166,19,1
67030902,pv|pv|pv|pv|pv,0.0,0,1,1,0
67033795,pv|pv|pv|pv|pv,720.0,85,86,24,1
67043382,pv|pv|pv|pv|pv,15.0,0,19,0,0
67043644,pv|pv|pv|pv|pv,0.0,0,26,6,0
67053820,pv|pv|pv|pv|pv,0.0,0,81,8,1
67077817,pv|pv|pv|pv|pv,1890.0,0,37,2,0
67085594,pv|pv|pv|pv|pv,0.0,77,82,12,1
67128572,pv|pv|pv|pv|pv,0.0,1,0,4,0
67155648,pv|pv|pv|pv|pv,0.0,0,14,7,1
67155716,pv|pv|pv|pv|pv,0.0,63,0,2,0
67157384,cart|pv|pv|pv|pv,0.0,0,3,4,0
67166709,pv|pv|pv|pv|pv,0.0,16,0,5,0
67168345,pv|pv|pv|pv|pv,0.0,69,5,10,1
67177972,pv|pv|pv|pv|pv,0.0,3,8,9,1
67185042,pv|pv|pv|pv|pv,300.0,1,39,6,0
67202688,pv|pv|pv|pv|pv,60.0,1,97,37,1
67229067,pv|pv|pv|pv|pv,180.0,3,2,3,1
67236570,pv|pv|pv|pv|pv,15.0,0,0,1,0
67268928,pv|pv|pv|pv|pv,0.0,103,62,23,1
67309595,pv|pv|pv|pv|pv,1830.0,0,4,1,0
67312926,pv|pv|pv|pv|pv,630.0,1,13,6,0
67386849,pv|pv|pv|buy|pv,0.0,0,4,3,1
67404809,cart|pv|pv|pv|pv,0.0,0,24,3,1
67422920,pv|pv|pv|pv|cart,0.0,2,56,14,0
67473135,pv|pv|pv|pv|pv,600.0,0,16,0,0
67477912,pv|pv|pv|pv|pv,0.0,2,4,4,1
67508764,pv|pv|pv|pv|pv,0.0,0,6,1,0
67511501,pv|pv|pv|pv|pv,0.0,0,15,4,0
67514411,pv|pv|pv|pv|pv,0.0,221,12,23,1
67524897,pv|pv|pv|pv|pv,0.0,1,32,8,0
67538161,pv|pv|pv|pv|pv,0.0,0,9,3,0
67540780,pv|pv|cart|pv|pv,30.0,1,5,11,0
67583520,pv|pv|pv|pv|pv,0.0,0,1,0,0
67594087,pv|pv|pv|pv|pv,0.0,0,6,7,0
67648477,pv|pv|pv|pv|pv,195.0,1,0,0,0
67658666,pv|pv|pv|pv|pv,495.0,1,6,4,1
67675774,pv|pv|cart|pv|pv,0.0,0,4,0,0
67684356,pv|pv|pv|pv|pv,0.0,1,49,2,1
67725088,pv|pv|pv|pv|pv,210.0,9,9,6,1
67735668,pv|pv|pv|pv|pv,2430.0,0,0,0,0
67743134,pv|pv|pv|pv|pv,0.0,1,39,31,1
67759870,pv|pv|pv|pv|pv,0.0,2,156,26,1
67797025,pv|fav|pv|pv|pv,0.0,44,0,1,0
67819789,pv|pv|pv|pv|pv,60.0,37,0,5,0
67822184,pv|pv|pv|buy|pv,0.0,10,35,24,1
67840643,pv|pv|pv|pv|pv,0.0,11,12,3,1
67849399,pv|pv|pv|pv|pv,15.0,101,66,16,1
67865490,pv|pv|pv|pv|pv,630.0,3,0,27,0
67872611,pv|pv|pv|pv|pv,0.0,0,4,2,0
67892536,pv|pv|pv|pv|pv,0.0,0,10,9,0
67893893,pv|pv|pv|pv|pv,0.0,5,34,8,1
67898761,pv|pv|pv|pv|pv,75.0,117,59,31,1
67908606,pv|pv|pv|pv|pv,255.0,0,0,0,0
67933987,pv|pv|pv|pv|pv,0.0,3,24,11,1
67940169,pv|pv|pv|pv|pv,15.0,1,9,1,0
67942355,pv|pv|pv|pv|pv,0.0,0,7,4,0
67942365,pv|pv|pv|pv|pv,0.0,0,22,4,1
68002440,pv|pv|pv|pv|pv,0.0,15,16,12,1
68008677,pv|pv|pv|pv|pv,0.0,2,10,8,1
68052246,cart|pv|pv|pv|pv,0.0,7,14,10,0
68068629,pv|pv|pv|pv|pv,15.0,0,22,12,1
68071856,pv|pv|buy|pv|pv,0.0,2,0,2,0
68100671,pv|pv|pv|pv|pv,0.0,9,3,4,1
68100903,pv|pv|pv|pv|pv,45.0,18,1,6,1
68141920,pv|pv|pv|pv|pv,0.0,0,3,0,0
68150938,pv|pv|pv|pv|pv,0.0,23,57,9,1
68157578,pv|buy|buy|pv|pv,15.0,17,3,20,0
68158918,pv|pv|pv|pv|pv,150.0,1,1,6,0
68161467,pv|fav|fav|pv|pv,0.0,27,0,0,0
68165769,pv|pv|pv|pv|pv,0.0,1,3,2,1
68187441,pv|pv|pv|pv|pv,0.0,8,8,5,1
68193194,pv|pv|pv|pv|pv,75.0,2,2,5,1
68210335,pv|pv|pv|pv|pv,0.0,7,1,3,0
68217968,pv|pv|pv|pv|pv,0.0,0,0,4,0
68225403,pv|pv|pv|pv|fav,150.0,56,0,4,0
68249522,pv|pv|pv|pv|pv,30.0,36,57,19,1
68255573,pv|pv|pv|pv|pv,0.0,0,0,3,0
68259655,pv|pv|pv|pv|pv,0.0,21,2,0,0
68264472,pv|pv|pv|pv|pv,0.0,62,20,14,1
68265275,pv|pv|pv|pv|pv,120.0,1,60,15,0
68271052,pv|pv|pv|pv|pv,30.0,28,1,2,0
68284108,pv|pv|pv|pv|pv,45.0,0,2,1,0
68285359,pv|pv|pv|pv|pv,0.0,24,69,28,1
68288874,pv|pv|pv|pv|pv,0.0,1,12,2,1
68299137,pv|pv|pv|cart|pv,0.0,0,15,4,1
68302542,pv|pv|pv|pv|pv,0.0,0,20,5,1
68327951,pv|pv|pv|pv|pv,15.0,8,41,12,1
68332098,buy|pv|pv|pv|pv,45.0,0,15,10,1
68342657,pv|pv|pv|pv|pv,0.0,0,3,4,0
68343951,pv|pv|pv|pv|pv,0.0,0,47,3,0
68358561,pv|pv|pv|pv|pv,0.0,74,33,36,1
68359578,pv|pv|pv|pv|cart,0.0,0,70,17,1
68362875,pv|pv|pv|pv|pv,0.0,0,2,9,0
68381564,pv|pv|pv|pv|pv,0.0,1,1,9,0
68382361,pv|pv|pv|pv|pv,0.0,0,58,28,1
68412184,pv|pv|pv|pv|pv,0.0,2,50,4,1
68421220,pv|pv|cart|pv|pv,330.0,5,21,6,1
68428732,pv|pv|pv|pv|pv,15.0,3,56,27,0
68429891,pv|pv|pv|pv|pv,0.0,41,0,4,0
68476997,pv|pv|pv|pv|pv,15.0,0,3,2,0
68485777,pv|pv|pv|pv|pv,0.0,0,0,3,0
68513171,cart|buy|buy|buy|cart,0.0,1,54,9,1
68516560,pv|pv|pv|pv|pv,15.0,2,18,12,0
68550498,pv|pv|pv|pv|pv,45.0,0,44,4,1
68558328,pv|buy|pv|pv|pv,15.0,3,0,3,0
68563462,pv|pv|pv|pv|pv,420.0,3,0,0,0
68571967,pv|pv|pv|pv|pv,15.0,23,0,3,0
68573775,pv|pv|cart|pv|buy,15.0,0,11,2,1
68583482,pv|pv|pv|pv|pv,0.0,3,14,2,0
68592058,pv|pv|pv|pv|pv,60.0,1,6,3,0
68597206,pv|pv|pv|pv|pv,15.0,0,28,7,1
68597508,pv|pv|pv|pv|pv,0.0,2,0,2,0
68605920,pv|pv|pv|pv|pv,255.0,0,50,15,1
68605934,pv|pv|pv|pv|pv,0.0,3,9,4,0
68614999,pv|cart|pv|pv|pv,0.0,5,0,5,0
68646634,pv|pv|pv|pv|pv,1500.0,0,14,9,1
68673764,pv|pv|pv|pv|pv,60.0,8,0,0,0
68680724,cart|pv|pv|pv|pv,15.0,0,32,7,1
68692842,pv|pv|pv|pv|pv,0.0,17,17,5,1
68709423,pv|pv|pv|pv|pv,0.0,0,26,11,1
68710047,pv|pv|pv|pv|pv,135.0,2,14,1,0
68711920,pv|pv|pv|pv|cart,165.0,0,2,1,0
68723589,pv|pv|pv|pv|pv,0.0,54,10,6,1
68735466,pv|pv|pv|pv|pv,0.0,0,13,5,1
68747316,pv|pv|pv|pv|pv,30.0,37,137,6,1
68778928,pv|cart|pv|cart|pv,15.0,0,14,2,0
68784328,pv|pv|pv|pv|pv,30.0,28,111,29,1
68784632,buy|pv|pv|pv|pv,0.0,2,0,1,0
68790834,pv|pv|pv|pv|pv,0.0,0,0,0,0
68801930,pv|pv|pv|pv|pv,0.0,0,13,3,0
68826278,pv|pv|pv|pv|pv,0.0,12,21,8,1
68875424,fav|pv|pv|pv|pv,0.0,6,2,1,0
68909476,pv|pv|pv|pv|pv,285.0,0,0,0,0
68917618,pv|pv|pv|pv|pv,0.0,2,0,6,0
68942144,pv|fav|pv|pv|pv,900.0,7,1,2,0
68961612,pv|pv|buy|cart|pv,0.0,0,19,19,1
68983870,pv|pv|pv|pv|pv,15.0,2,8,7,1
68989686,buy|pv|pv|cart|pv,0.0,1,0,2,0
69003368,pv|pv|pv|pv|pv,15.0,2,0,3,0
69033110,pv|pv|pv|pv|pv,0.0,0,1,1,0
69037610,pv|fav|pv|pv|pv,15.0,15,0,0,0
69050200,pv|pv|pv|pv|pv,0.0,2,17,21,1
69117671,cart|pv|pv|pv|pv,720.0,0,50,14,1
69144178,pv|pv|pv|pv|pv,0.0,75,40,45,1
69146917,pv|pv|pv|pv|pv,405.0,2,0,1,0
69152695,pv|pv|pv|pv|pv,15.0,1,46,6,1
69152893,pv|pv|pv|pv|pv,0.0,119,43,4,1
69159969,pv|pv|pv|pv|pv,0.0,1,43,10,1
69172388,pv|pv|pv|pv|pv,105.0,1,2,6,0
69174349,pv|pv|pv|pv|pv,0.0,93,14,21,0
69192727,pv|pv|pv|pv|pv,195.0,0,2,6,0
69195802,pv|pv|pv|pv|pv,0.0,8,57,14,1
69240582,cart|pv|pv|pv|pv,1080.0,0,3,2,0
69242953,pv|pv|pv|pv|pv,0.0,55,0,0,0
69246472,pv|pv|pv|pv|buy,0.0,0,67,12,1
69251001,pv|pv|pv|pv|pv,0.0,29,31,7,1
69255232,pv|buy|buy|pv|buy,0.0,0,29,27,0
69285521,pv|pv|cart|pv|pv,135.0,0,10,6,0
69289834,pv|pv|pv|pv|pv,0.0,1,14,5,0
69303906,pv|pv|pv|pv|pv,15.0,0,7,5,1
69308679,pv|pv|pv|pv|pv,0.0,0,6,1,1
69309041,cart|pv|pv|pv|pv,1425.0,3,9,3,0
69334364,pv|pv|pv|pv|pv,420.0,0,3,3,0
69347492,pv|pv|pv|pv|pv,60.0,2,0,1,0
69383475,pv|pv|pv|pv|pv,315.0,0,19,8,1
69384332,pv|pv|pv|pv|cart,0.0,0,6,2,0
69389641,pv|pv|pv|pv|pv,705.0,0,79,5,1
69396418,pv|pv|pv|pv|pv,30.0,1,4,6,1
69410546,pv|pv|cart|pv|pv,15.0,4,53,3,0
69412823,pv|pv|pv|pv|pv,45.0,3,0,2,0
69428014,pv|pv|pv|pv|pv,15.0,3,34,0,0
69439796,pv|buy|pv|pv|pv,1020.0,0,25,5,1
69447934,pv|pv|pv|pv|pv,0.0,0,39,3,1
69452078,pv|cart|pv|pv|pv,0.0,26,43,22,1
69459679,pv|pv|pv|pv|pv,0.0,0,56,10,1
69462679,buy|cart|cart|buy|cart,0.0,0,16,9,1
69486826,pv|pv|pv|pv|pv,285.0,2,2,3,1
69505718,pv|pv|pv|pv|pv,0.0,45,20,7,1
69510643,pv|pv|pv|pv|pv,0.0,0,1,0,0
69521301,pv|pv|pv|pv|pv,225.0,100,11,21,1
69562165,pv|pv|pv|pv|pv,450.0,0,31,11,1
69579136,pv|pv|pv|pv|pv,0.0,0,111,19,1
69599332,pv|pv|pv|pv|pv,0.0,29,29,5,1
69613205,pv|pv|pv|pv|pv,75.0,1,33,12,1
69620201,pv|pv|pv|pv|pv,90.0,0,11,1,0
69626316,pv|pv|pv|pv|pv,0.0,29,18,13,0
69631141,pv|cart|pv|pv|pv,135.0,0,32,4,0
69640457,pv|pv|pv|pv|pv,90.0,1,36,6,1
69654504,cart|pv|pv|pv|pv,0.0,1,20,11,1
69663083,pv|pv|pv|pv|pv,0.0,0,0,1,0
69678635,pv|pv|pv|pv|pv,15.0,36,6,14,1
69687230,pv|pv|pv|pv|pv,0.0,76,32,20,1
69696698,pv|pv|pv|pv|pv,15.0,40,53,15,1
69697214,pv|pv|pv|pv|pv,0.0,0,63,14,1
69731330,pv|pv|pv|pv|pv,0.0,0,15,12,1
69766999,pv|pv|pv|pv|pv,0.0,0,0,3,0
69781008,pv|pv|pv|fav|pv,0.0,12,4,0,1
69798791,pv|pv|pv|pv|pv,1485.0,10,1,6,0
69807585,pv|pv|pv|pv|pv,60.0,3,8,0,0
69819243,pv|pv|pv|pv|pv,405.0,28,0,6,1
69840571,pv|pv|pv|pv|pv,15.0,1,0,0,0
69859994,pv|pv|pv|pv|pv,0.0,0,5,0,0
69869187,pv|pv|pv|pv|pv,0.0,0,39,6,1
69877349,pv|pv|pv|pv|pv,0.0,2,9,0,0
69953834,pv|pv|pv|pv|pv,0.0,19,46,16,1
70012916,pv|pv|pv|pv|pv,0.0,0,76,11,1
70015965,pv|pv|pv|pv|pv,435.0,40,1,1,0
70046644,pv|pv|pv|pv|pv,0.0,4,11,2,0
70070588,pv|pv|pv|pv|pv,0.0,0,7,8,1
70116015,pv|pv|pv|pv|pv,0.0,13,3,8,0
70118357,pv|pv|pv|pv|pv,60.0,0,0,3,0
70138205,pv|pv|pv|pv|pv,0.0,0,12,4,0
70157276,pv|pv|pv|pv|pv,45.0,4,23,61,1
70161728,pv|pv|pv|pv|cart,0.0,1,45,4,0
70168568,pv|pv|pv|pv|pv,0.0,2,0,0,0
70207005,pv|pv|pv|pv|pv,135.0,0,0,8,0
70212546,cart|pv|pv|pv|pv,0.0,2,142,45,1
70222678,pv|fav|pv|pv|pv,0.0,5,0,10,0
70233601,pv|pv|pv|pv|fav,0.0,32,9,2,0
70237977,pv|pv|pv|pv|pv,0.0,0,0,0,0
70240139,pv|pv|pv|pv|pv,0.0,6,111,13,1
70241210,pv|pv|pv|pv|pv,0.0,72,15,16,1
70260190,pv|pv|pv|pv|pv,735.0,3,39,1,0
70277195,pv|pv|pv|pv|pv,0.0,0,3,6,0
70284542,pv|buy|fav|pv|pv,0.0,0,3,2,0
70351826,pv|pv|pv|pv|pv,0.0,0,4,3,1
70352132,pv|pv|pv|pv|pv,0.0,0,7,2,1
70370583,pv|pv|pv|pv|pv,0.0,4,0,4,0
70380387,pv|pv|pv|pv|pv,15.0,41,16,7,1
70397129,pv|pv|pv|pv|pv,15.0,0,57,8,1
70403519,pv|cart|pv|pv|buy,0.0,0,11,5,1
70424320,pv|pv|pv|pv|pv,165.0,5,11,3,0
70441355,pv|pv|pv|pv|pv,0.0,2,12,3,1
70486234,pv|pv|pv|pv|pv,390.0,0,21,31,1
70503301,pv|pv|pv|pv|cart,0.0,42,43,25,1
70515959,pv|pv|pv|pv|pv,0.0,1,1,0,0
70517996,pv|pv|pv|pv|pv,0.0,48,37,14,0
70542620,pv|pv|pv|pv|pv,0.0,5,5,6,0
70542990,pv|pv|pv|pv|pv,1125.0,0,0,0,0
70573626,pv|pv|pv|pv|pv,240.0,2,2,3,0
70606713,pv|pv|pv|pv|pv,15.0,4,0,1,0
70617695,pv|pv|pv|pv|pv,75.0,0,5,7,0
70656441,pv|pv|fav|pv|pv,0.0,12,5,1,0
70664874,pv|pv|pv|pv|pv,0.0,2,21,3,0
70664970,pv|pv|fav|pv|pv,225.0,5,2,1,0
70689524,pv|pv|pv|pv|pv,615.0,0,4,4,0
70727085,pv|pv|pv|pv|pv,555.0,1,3,1,0
70730514,pv|pv|pv|pv|pv,345.0,2,81,7,0
70745586,pv|pv|pv|pv|pv,0.0,0,5,6,0
70753307,pv|pv|pv|pv|pv,0.0,0,0,0,0
70776553,pv|pv|pv|pv|pv,210.0,2,28,3,1
70807729,pv|pv|pv|pv|pv,1455.0,30,7,1,1
70813454,pv|pv|pv|pv|pv,0.0,7,4,2,0
70815622,pv|pv|pv|pv|pv,0.0,0,32,1,1
70817939,pv|pv|cart|pv|pv,0.0,1,15,2,1
70822231,pv|pv|pv|pv|pv,0.0,0,1,1,0
70828129,pv|pv|pv|pv|pv,0.0,17,5,4,0
70851841,pv|pv|pv|pv|pv,0.0,3,0,7,0
70873173,pv|pv|pv|pv|pv,1590.0,24,0,0,0
70876649,pv|pv|pv|pv|pv,0.0,42,51,17,1
70889190,pv|pv|fav|pv|pv,0.0,70,63,10,1
70891589,pv|pv|pv|pv|pv,0.0,24,80,14,1
70898242,pv|pv|pv|pv|pv,15.0,0,0,5,0
70905680,pv|pv|pv|pv|pv,15.0,0,1,4,0
70913065,pv|pv|pv|pv|pv,0.0,188,39,18,1
70919971,pv|pv|pv|pv|pv,0.0,0,0,2,0
70931681,pv|pv|pv|pv|pv,0.0,2,3,0,1
70960824,cart|pv|pv|pv|pv,195.0,2,20,8,1
70971999,pv|pv|pv|pv|pv,150.0,3,1,3,0
70972602,pv|pv|pv|pv|pv,45.0,0,65,14,1
70972620,pv|pv|pv|pv|pv,0.0,0,7,0,0
70978759,pv|pv|pv|pv|pv,360.0,34,67,36,1
71018291,pv|pv|pv|pv|pv,0.0,1,12,10,1
71035154,pv|pv|pv|pv|pv,0.0,11,15,19,1
71048860,pv|pv|pv|pv|pv,15.0,3,0,4,0
71051585,pv|fav|pv|pv|pv,15.0,41,4,4,1
71054049,pv|pv|pv|pv|pv,750.0,0,10,1,0
71090471,pv|pv|pv|pv|pv,0.0,0,7,0,0
71090781,pv|buy|pv|pv|pv,0.0,1,12,9,1
71105413,pv|pv|pv|pv|pv,540.0,9,0,15,0
71126415,pv|pv|pv|pv|pv,0.0,81,162,15,1
71142425,pv|pv|pv|pv|pv,0.0,86,31,13,1
71146691,pv|pv|pv|pv|pv,600.0,85,0,1,1
71149953,pv|pv|pv|pv|pv,15.0,2,105,23,1
71164203,pv|pv|pv|pv|pv,510.0,0,16,3,1
71179084,pv|pv|pv|pv|pv,30.0,7,1,2,1
71201867,pv|pv|pv|pv|pv,15.0,2,96,16,1
71208218,pv|pv|pv|pv|pv,0.0,26,1,5,0
71210938,pv|pv|pv|pv|pv,45.0,0,0,0,0
71211432,buy|pv|pv|pv|pv,0.0,0,7,4,1
71223370,pv|pv|pv|pv|pv,0.0,0,31,17,1
71234312,pv|pv|pv|pv|pv,0.0,15,32,11,1
71237773,pv|pv|pv|pv|pv,0.0,1,0,2,0
71238931,pv|pv|pv|pv|pv,0.0,655,0,0,0
71251121,pv|pv|pv|pv|pv,15.0,111,67,35,1
71258991,pv|fav|pv|pv|pv,0.0,35,17,4,1
71290254,pv|pv|pv|pv|fav,0.0,96,8,17,1
71333586,pv|pv|pv|pv|pv,0.0,3,0,2,0
71348773,pv|pv|pv|pv|pv,0.0,0,3,0,0
71361569,pv|pv|pv|pv|pv,15.0,19,73,9,1
71369964,pv|pv|pv|pv|pv,1140.0,1,11,2,1
71376321,pv|pv|cart|pv|pv,765.0,1,22,10,1
71386658,pv|pv|pv|pv|pv,30.0,2,18,6,0
71406451,pv|pv|pv|pv|pv,210.0,91,117,24,1
71417684,pv|pv|pv|pv|pv,240.0,34,0,4,1
71419120,pv|pv|pv|pv|pv,0.0,0,6,3,1
71422331,cart|pv|pv|pv|pv,0.0,1,13,13,0
71437297,pv|pv|pv|pv|pv,360.0,6,6,8,1
71446393,pv|cart|pv|pv|pv,0.0,0,125,6,1
71452131,pv|pv|pv|pv|pv,0.0,3,12,3,1
71514585,pv|pv|pv|pv|pv,0.0,1,99,7,1
71582654,pv|pv|pv|pv|pv,30.0,26,3,14,0
71601515,pv|pv|pv|pv|pv,0.0,63,13,7,1
71611159,pv|pv|pv|pv|pv,0.0,30,8,11,1
71631705,pv|pv|pv|pv|pv,390.0,0,23,8,0
71636940,pv|pv|pv|pv|pv,30.0,4,2,5,0
71671024,pv|pv|pv|pv|pv,0.0,9,84,10,1
71678956,pv|pv|pv|pv|pv,45.0,1,8,3,0
71696748,pv|pv|pv|pv|pv,165.0,5,0,1,0
71702944,pv|pv|pv|buy|pv,0.0,29,223,27,1
71712016,pv|pv|pv|pv|pv,150.0,0,21,8,1
71714329,pv|pv|pv|pv|pv,0.0,3,214,67,1
71721640,pv|fav|pv|pv|pv,0.0,27,20,9,1
71734567,pv|pv|pv|pv|pv,465.0,3,17,10,1
71778458,pv|pv|pv|pv|pv,120.0,1,21,5,0
71796341,pv|pv|pv|pv|pv,330.0,1,9,10,0
71883073,pv|pv|pv|pv|pv,0.0,0,21,71,0
71888387,pv|pv|pv|pv|pv,0.0,1,57,22,1
71908437,pv|pv|pv|pv|pv,420.0,9,4,4,0
71929773,pv|pv|pv|pv|pv,0.0,1,51,34,1
71941709,pv|pv|pv|pv|pv,15.0,0,31,8,1
71964200,pv|pv|pv|pv|pv,0.0,0,6,0,0
71969934,pv|pv|pv|pv|pv,0.0,25,32,13,0
71985206,pv|pv|pv|pv|pv,345.0,7,22,5,1
72016943,pv|pv|pv|pv|pv,0.0,17,1,0,1
72018675,pv|pv|pv|pv|pv,0.0,12,0,0,0
72023066,pv|pv|pv|pv|pv,2190.0,1,10,2,0
72062153,pv|pv|pv|pv|pv,0.0,1,5,2,0
72076185,pv|pv|pv|pv|cart,75.0,0,2,1,1
72120347,pv|pv|pv|pv|pv,195.0,1,12,7,0
72129303,pv|pv|pv|pv|pv,0.0,2,1,1,0
72132223,pv|pv|pv|pv|pv,0.0,1,4,2,0
